,일시,평균기온,최고기온,최저기온,일조합,일조율,일사합,평균풍속,최대풍속,최대풍속풍향,강수량,평균습도,최저습도
238,2015-08-27,25.5,28.6,21.6,11.0,84.0,21.89,2.8,5.3,290.0,0.0,70.0,62.0
239,2015-08-28,25.7,28.4,22.1,9.1,70.0,22.11,2.1,4.9,270.0,0.6,75.3,64.0
240,2015-08-29,24.8,27.5,23.0,4.8,36.9,13.71,2.0,4.7,50.0,0.0,75.8,62.0
241,2015-08-30,24.7,27.3,22.6,1.8,13.8,12.48,1.9,4.6,50.0,0.0,75.1,65.0
242,2015-08-31,24.9,28.0,23.3,0.5,3.9,9.51,2.8,6.0,70.0,3.2,83.5,72.0
243,2015-09-01,24.8,26.9,23.2,11.0,85.3,22.34,2.3,5.2,50.0,0.3,77.4,67.0
244,2015-09-02,25.4,28.4,22.7,9.9,76.7,21.29,1.7,4.1,340.0,0.0,75.8,61.0
245,2015-09-03,26.1,28.6,24.1,10.3,80.5,22.16,3.2,6.1,290.0,0.0,72.1,63.0
246,2015-09-04,25.1,28.3,22.6,10.6,82.8,23.55,1.8,3.7,340.0,0.0,72.4,64.0
247,2015-09-05,23.3,25.6,21.2,0.0,0.0,4.14,2.1,7.9,70.0,13.0,77.8,62.0
248,2015-09-06,23.2,26.1,20.7,6.4,50.4,18.75,2.5,7.2,50.0,22.3,82.9,69.0
249,2015-09-07,23.1,25.1,21.5,5.7,44.9,17.36,3.1,6.4,70.0,0.0,72.4,57.0
250,2015-09-08,22.5,24.5,19.7,11.0,86.6,23.84,3.0,6.6,70.0,0.0,65.9,57.0
251,2015-09-09,22.5,25.7,20.0,8.1,64.3,21.01,3.0,6.1,50.0,0.0,59.8,45.0
252,2015-09-10,23.2,26.2,19.6,11.7,92.9,23.39,2.2,3.8,20.0,0.0,66.5,61.0
253,2015-09-11,23.9,27.2,19.5,10.4,82.5,23.11,2.6,4.2,290.0,0.0,66.3,52.0
254,2015-09-12,22.4,24.1,20.9,0.0,0.0,3.09,3.4,6.1,320.0,6.9,76.3,64.0
255,2015-09-13,22.5,25.1,19.6,10.6,84.8,23.44,2.9,5.0,340.0,0.0,58.0,50.0
256,2015-09-14,22.6,26.6,19.5,4.8,38.4,14.98,2.8,6.2,70.0,0.0,63.9,46.0
257,2015-09-15,22.3,25.0,20.6,1.3,10.5,10.89,3.4,6.8,70.0,0.0,75.0,66.0
258,2015-09-16,21.1,22.2,20.0,0.0,0.0,1.71,3.1,5.8,70.0,22.4,86.5,74.0
259,2015-09-17,22.5,25.0,19.9,10.9,87.9,22.12,2.3,5.2,20.0,0.1,72.6,59.0
260,2015-09-18,22.7,25.0,20.7,8.2,66.7,19.49,2.3,5.4,50.0,0.0,68.9,58.0
261,2015-09-19,22.4,25.8,19.9,10.3,83.7,21.3,1.9,4.0,360.0,0.0,62.8,46.0
262,2015-09-20,22.6,25.1,18.4,6.3,51.2,16.94,1.9,3.6,20.0,0.0,69.3,54.0
263,2015-09-21,23.3,26.8,20.4,11.0,90.2,20.37,2.5,5.8,50.0,0.0,70.9,57.0
264,2015-09-22,23.9,27.8,20.6,7.2,59.0,18.17,3.1,6.0,90.0,0.0,74.4,59.0
265,2015-09-23,22.3,24.3,20.7,0.0,0.0,2.85,3.6,7.4,70.0,49.0,88.5,70.0
266,2015-09-24,22.9,24.8,20.9,0.3,2.5,8.22,3.7,9.4,50.0,2.0,79.3,69.0
267,2015-09-25,23.2,25.5,21.5,1.9,15.7,13.37,1.9,4.9,50.0,0.0,73.8,65.0
268,2015-09-26,23.3,25.9,20.5,9.8,81.7,19.99,1.7,4.2,20.0,0.0,75.1,62.0
269,2015-09-27,22.9,25.8,20.8,7.9,65.8,18.17,2.8,6.1,50.0,0.0,77.1,65.0
270,2015-09-28,23.6,27.5,20.8,8.4,70.0,19.56,3.2,7.4,70.0,0.0,75.9,57.0
271,2015-09-29,24.0,27.3,22.5,5.2,43.7,16.44,3.6,7.6,70.0,0.0,73.9,60.0
272,2015-09-30,20.9,23.3,18.6,0.0,0.0,2.51,3.9,6.4,70.0,56.9,87.6,74.0
273,2015-10-01,23.6,27.5,19.1,0.0,0.0,3.6,6.4,10.2,320.0,24.3,82.8,60.0
274,2015-10-02,19.4,22.5,17.5,10.8,91.5,21.08,3.6,9.2,340.0,0.0,52.5,37.0
275,2015-10-03,21.1,24.7,18.0,10.2,86.4,20.37,2.7,4.2,290.0,0.0,66.5,55.0
276,2015-10-04,21.3,24.8,19.1,4.4,37.3,15.13,2.1,5.1,50.0,0.0,60.8,40.0
277,2015-10-05,20.9,24.3,18.0,6.7,57.3,15.48,2.4,5.8,50.0,0.1,63.1,45.0
278,2015-10-06,20.3,23.1,17.1,10.7,91.5,19.66,2.5,4.4,20.0,0.0,63.9,51.0
279,2015-10-07,20.9,23.8,17.3,8.9,76.1,18.12,2.7,6.1,50.0,0.0,67.9,56.0
280,2015-10-08,20.8,23.7,19.4,2.9,25.0,9.55,2.1,4.2,20.0,0.0,69.3,57.0
281,2015-10-09,19.2,22.5,15.6,7.7,66.4,16.87,3.3,5.0,290.0,0.0,60.9,41.0
282,2015-10-10,19.9,25.8,15.7,8.1,69.8,15.78,3.9,8.6,270.0,0.0,54.0,43.0
283,2015-10-11,18.3,20.7,16.2,6.0,52.2,15.21,5.8,9.1,340.0,0.0,48.3,39.0
284,2015-10-12,18.7,20.9,15.5,7.0,60.9,16.86,4.8,7.5,320.0,0.7,58.5,47.0
285,2015-10-13,18.9,21.6,15.9,9.1,79.1,18.06,3.4,5.6,320.0,0.0,59.8,49.0
286,2015-10-14,18.8,23.0,15.0,10.6,93.0,18.21,2.1,3.3,180.0,0.0,56.8,35.0
287,2015-10-15,19.2,23.8,15.8,5.4,47.4,13.84,2.3,5.4,50.0,0.0,63.9,40.0
288,2015-10-16,18.6,22.4,15.8,10.3,90.4,16.92,2.2,3.9,360.0,0.0,67.4,46.0
289,2015-10-17,19.1,22.3,15.8,9.5,84.1,16.46,2.5,5.3,50.0,0.0,63.5,36.0
290,2015-10-18,19.1,22.7,16.1,10.3,91.2,17.35,2.1,3.4,20.0,0.0,67.0,56.0
291,2015-10-19,19.6,24.2,15.3,9.9,87.6,16.69,2.7,6.4,70.0,0.0,59.5,40.0
292,2015-10-20,19.5,22.3,17.0,5.1,45.5,11.45,2.4,5.1,50.0,0.0,73.4,46.0
293,2015-10-21,20.1,23.7,18.1,6.7,59.8,13.0,2.4,5.7,50.0,0.0,81.4,69.0
294,2015-10-22,20.4,24.1,17.7,7.2,64.3,14.14,2.8,6.0,90.0,0.0,75.0,58.0
295,2015-10-23,19.2,21.9,17.1,8.8,79.3,14.72,2.6,5.5,50.0,0.0,77.3,68.0
296,2015-10-24,19.5,22.9,15.9,8.8,79.3,14.95,2.2,3.9,290.0,0.0,71.9,58.0
297,2015-10-25,19.0,22.7,16.7,8.5,76.6,15.67,3.1,5.6,90.0,0.0,62.0,44.0
298,2015-10-26,19.1,23.2,15.7,9.2,83.6,15.44,2.4,5.2,90.0,0.0,64.5,48.0
299,2015-10-27,17.9,22.5,16.2,0.5,4.5,3.49,4.9,8.5,340.0,5.9,68.8,49.0
300,2015-10-28,16.8,19.9,15.2,6.7,60.9,14.39,3.4,6.8,360.0,0.0,53.4,41.0
301,2015-10-29,17.2,19.7,13.4,1.6,14.5,7.58,1.8,3.3,340.0,0.0,59.6,46.0
302,2015-10-30,14.5,18.3,12.3,3.3,30.3,9.89,4.3,6.5,20.0,0.0,57.0,50.0
303,2015-10-31,13.1,16.1,11.7,8.1,74.3,15.33,3.7,6.6,20.0,0.0,53.1,43.0
304,2015-11-01,13.0,15.1,10.6,0.0,0.0,3.07,1.5,3.2,180.0,0.9,68.3,57.0
305,2015-11-02,14.2,18.5,10.6,5.6,51.9,11.2,2.6,4.3,340.0,0.0,64.8,45.0
306,2015-11-03,14.8,18.2,12.0,9.2,85.2,15.08,2.0,3.8,50.0,0.0,63.3,47.0
307,2015-11-04,17.4,23.8,11.8,9.6,88.9,14.8,2.5,5.6,50.0,0.0,62.4,42.0
308,2015-11-05,19.0,21.5,16.0,0.2,1.9,6.55,2.7,6.6,50.0,0.4,80.6,61.0
309,2015-11-06,19.7,23.3,16.8,2.4,22.4,9.39,3.3,6.4,110.0,6.4,76.5,61.0
310,2015-11-07,20.2,21.4,18.6,0.0,0.0,1.83,2.8,6.4,20.0,11.2,90.5,80.0
311,2015-11-08,18.8,21.3,17.3,0.0,0.0,1.59,2.8,5.8,290.0,4.2,89.3,79.0
312,2015-11-09,15.9,17.7,14.5,0.0,0.0,1.22,5.0,8.7,340.0,0.4,77.3,64.0
313,2015-11-10,14.2,16.2,11.9,1.3,12.3,6.38,4.1,8.0,340.0,0.0,61.6,46.0
314,2015-11-11,15.1,17.8,11.5,0.0,0.0,2.02,1.9,5.3,70.0,1.3,79.9,69.0
315,2015-11-12,17.5,20.6,15.1,4.1,39.0,9.21,3.0,5.7,70.0,1.4,71.5,52.0
316,2015-11-13,17.5,19.2,16.0,0.0,0.0,1.16,2.8,5.1,50.0,47.3,93.9,90.0
317,2015-11-14,17.1,18.4,16.3,0.0,0.0,1.71,3.4,5.3,340.0,1.2,83.6,68.0
318,2015-11-15,16.0,19.0,13.1,8.8,83.8,13.81,1.9,4.3,340.0,0.0,70.6,63.0
319,2015-11-16,17.7,22.1,12.9,0.8,7.7,4.08,2.6,5.9,250.0,0.0,72.1,58.0
320,2015-11-17,17.5,18.5,16.9,0.0,0.0,2.17,2.5,4.7,270.0,0.3,85.1,77.0
321,2015-11-18,16.2,17.6,14.5,0.0,0.0,0.84,3.0,7.0,50.0,33.0,92.3,89.0
322,2015-11-19,15.2,16.4,14.3,0.0,0.0,1.71,2.1,6.6,50.0,12.3,91.8,88.0
323,2015-11-20,15.5,17.6,14.2,0.7,6.8,5.78,1.9,6.5,50.0,3.7,81.6,64.0
324,2015-11-21,15.7,17.8,13.9,0.5,4.9,6.37,1.6,3.6,20.0,0.0,74.1,61.0
325,2015-11-22,16.9,19.8,13.5,4.9,47.6,9.35,2.5,5.7,70.0,0.0,80.5,70.0
326,2015-11-23,16.5,18.2,14.5,0.0,0.0,2.16,3.6,8.9,20.0,14.3,85.3,78.0
327,2015-11-24,13.6,15.1,11.9,3.9,37.9,8.53,3.8,9.8,20.0,0.3,71.0,56.0
328,2015-11-25,10.9,13.4,7.1,0.0,0.0,1.77,5.2,9.1,340.0,28.0,81.5,66.0
329,2015-11-26,6.0,8.4,3.1,0.2,2.0,2.8,7.7,12.2,340.0,6.6,71.8,50.0
330,2015-11-27,7.9,9.5,4.7,0.0,0.0,1.89,5.5,10.5,340.0,0.0,58.9,47.0
331,2015-11-28,10.5,14.3,8.1,2.8,27.5,6.54,2.1,4.3,290.0,0.0,62.5,46.0
332,2015-11-29,12.1,16.1,8.1,0.9,8.9,6.44,2.3,4.4,110.0,0.0,68.9,60.0
333,2015-11-30,12.9,16.7,9.5,2.6,25.7,6.01,2.6,5.0,320.0,0.0,65.6,53.0
334,2015-12-01,11.3,16.1,7.2,8.4,83.2,11.29,2.2,4.8,50.0,0.0,68.5,48.0
335,2015-12-02,13.1,20.1,10.2,0.9,8.9,3.79,3.7,7.5,340.0,1.6,65.0,39.0
336,2015-12-03,9.2,10.8,7.2,0.5,5.0,3.61,8.1,13.1,320.0,0.3,56.6,42.0
337,2015-12-04,9.0,9.6,7.9,0.0,0.0,2.09,6.5,10.1,320.0,0.0,54.6,43.0
338,2015-12-05,10.2,11.0,8.8,0.0,0.0,3.15,3.7,6.0,340.0,0.0,57.8,49.0
339,2015-12-06,9.2,10.3,7.4,0.0,0.0,0.85,2.5,4.7,20.0,0.0,69.5,56.0
340,2015-12-07,9.4,11.8,7.5,4.1,41.0,8.68,2.5,4.0,290.0,0.0,63.4,53.0
341,2015-12-08,9.2,11.9,7.5,3.8,38.0,6.89,2.7,5.2,20.0,0.0,62.9,49.0
342,2015-12-09,13.7,19.2,7.5,5.5,55.0,9.63,2.4,4.8,50.0,0.0,61.4,42.0
343,2015-12-10,15.2,16.6,13.4,0.0,0.0,1.24,2.5,6.4,360.0,50.7,94.8,75.0
344,2015-12-11,11.5,13.5,10.1,0.1,1.0,3.11,4.1,9.2,340.0,11.4,73.8,52.0
345,2015-12-12,12.2,13.8,10.0,0.1,1.0,4.77,2.4,4.4,90.0,0.3,72.9,65.0
346,2015-12-13,14.1,17.0,12.1,0.9,9.0,6.0,2.4,4.8,110.0,0.0,62.4,52.0
347,2015-12-14,14.0,15.8,12.9,0.5,5.0,3.42,3.3,6.2,110.0,0.6,78.1,61.0
348,2015-12-15,11.0,13.2,9.2,0.0,0.0,1.14,4.6,6.6,340.0,0.0,65.8,48.0
349,2015-12-16,7.0,9.6,3.1,0.7,7.0,3.39,7.4,11.7,320.0,0.1,59.4,45.0
350,2015-12-17,4.8,6.1,2.3,0.6,6.0,3.68,7.0,13.5,340.0,2.9,70.8,47.0
351,2015-12-18,7.1,8.1,5.6,0.0,0.0,1.23,3.4,5.6,320.0,0.0,60.8,53.0
352,2015-12-19,7.8,11.0,5.6,3.8,38.4,7.09,2.7,5.4,20.0,0.0,56.5,47.0
353,2015-12-20,9.6,11.7,5.9,0.0,0.0,2.7,1.6,3.2,70.0,7.3,78.9,63.0
354,2015-12-21,10.8,13.6,7.4,0.2,2.0,3.67,2.5,6.2,320.0,4.3,81.4,63.0
355,2015-12-22,12.3,16.9,7.5,7.5,75.8,9.93,1.8,4.8,50.0,0.0,74.8,59.0
356,2015-12-23,12.8,15.4,11.0,0.1,1.0,2.47,2.6,5.5,360.0,10.2,88.4,77.0
357,2015-12-24,9.8,11.1,8.4,0.0,0.0,2.91,3.6,6.6,340.0,0.0,66.9,55.0
358,2015-12-25,8.0,9.8,6.3,3.9,39.4,8.05,4.1,6.3,340.0,0.0,57.9,49.0
359,2015-12-26,11.3,13.5,7.1,4.5,45.5,8.16,4.0,7.0,290.0,0.0,53.5,44.0
360,2015-12-27,6.7,11.2,4.5,0.2,2.0,3.63,4.2,8.4,20.0,0.0,66.1,56.0
361,2015-12-28,5.8,6.7,4.7,0.1,1.0,2.04,4.6,7.6,340.0,0.0,60.8,53.0
362,2015-12-29,6.9,7.8,5.7,0.0,0.0,4.03,3.2,6.4,20.0,0.0,57.3,47.0
363,2015-12-30,8.4,11.0,6.6,5.3,53.0,8.22,2.0,4.0,230.0,0.0,56.1,45.0
364,2015-12-31,9.0,10.7,7.7,0.2,2.0,2.85,4.6,8.1,20.0,0.3,60.3,45.0
365,2016-01-01,8.2,10.8,5.2,0.5,5.0,5.92,2.2,3.7,160.0,0.0,60.1,54.0
366,2016-01-02,12.5,16.8,7.8,1.9,19.0,6.03,2.2,4.1,270.0,0.0,62.6,46.0
367,2016-01-03,13.0,16.2,10.5,4.3,43.0,8.12,2.4,4.2,290.0,0.0,67.0,43.0
368,2016-01-04,11.7,12.9,10.9,2.3,23.0,6.55,2.2,3.8,290.0,0.0,66.3,49.0
369,2016-01-05,8.5,11.1,6.6,0.0,0.0,0.61,2.6,5.6,50.0,6.2,66.9,40.0
370,2016-01-06,7.3,8.7,5.7,0.6,6.0,4.54,3.4,6.4,340.0,0.0,63.4,49.0
371,2016-01-07,7.0,8.2,6.3,0.2,2.0,2.29,5.2,7.7,340.0,0.0,57.6,47.0
372,2016-01-08,6.0,7.5,4.4,0.3,3.0,3.48,5.1,7.5,340.0,0.1,59.9,45.0
373,2016-01-09,7.0,8.3,5.6,0.0,0.0,3.23,3.2,5.2,340.0,0.0,53.9,47.0
374,2016-01-10,8.1,10.9,6.4,2.8,27.7,7.89,2.5,4.4,340.0,0.0,55.8,47.0
375,2016-01-11,6.1,7.7,4.3,1.0,9.9,5.93,3.8,5.8,360.0,0.0,57.6,41.0
376,2016-01-12,4.9,6.1,4.1,0.3,3.0,3.25,4.9,7.3,340.0,0.0,57.6,47.0
377,2016-01-13,4.6,5.7,2.5,0.1,1.0,3.34,5.8,8.0,320.0,0.1,61.3,47.0
378,2016-01-14,6.4,7.9,5.0,2.2,21.6,7.02,4.0,7.2,320.0,0.0,50.6,41.0
379,2016-01-15,7.1,11.0,4.5,4.0,39.2,7.48,2.1,3.5,180.0,0.0,56.9,41.0
380,2016-01-16,7.5,11.1,4.2,4.4,43.1,8.47,2.3,4.3,50.0,0.0,64.0,55.0
381,2016-01-17,8.9,10.4,7.4,0.0,0.0,0.86,4.4,11.3,20.0,33.5,83.6,63.0
382,2016-01-18,4.1,8.9,-0.3,0.1,1.0,2.76,8.0,11.8,340.0,0.8,66.3,50.0
383,2016-01-19,1.5,3.1,-0.4,1.2,11.7,5.27,8.2,11.2,320.0,3.2,61.9,47.0
384,2016-01-20,2.4,3.6,1.5,0.1,1.0,2.59,4.7,8.7,340.0,0.0,64.4,59.0
385,2016-01-21,2.9,3.9,2.2,0.0,0.0,2.63,4.5,7.5,20.0,0.0,67.5,60.0
386,2016-01-22,2.8,4.3,1.6,3.3,32.0,8.96,5.0,7.6,20.0,0.0,57.1,45.0
387,2016-01-23,-0.5,3.4,-4.1,0.0,0.0,1.23,7.2,11.2,320.0,12.2,79.9,46.0
388,2016-01-24,-3.0,0.3,-5.8,0.2,1.9,3.84,9.7,14.3,320.0,4.4,76.3,49.0
389,2016-01-25,1.9,4.1,-1.1,0.7,6.7,4.23,6.4,9.9,320.0,1.6,73.6,58.0
390,2016-01-26,5.5,7.2,3.8,0.9,8.7,4.76,4.6,7.6,290.0,0.1,60.8,52.0
391,2016-01-27,7.2,9.6,4.5,0.0,0.0,4.4,2.2,3.7,230.0,0.0,57.9,48.0
392,2016-01-28,8.6,11.5,5.8,0.0,0.0,2.03,2.8,5.7,70.0,27.2,92.3,62.0
393,2016-01-29,8.6,10.0,7.7,0.0,0.0,0.98,3.5,7.5,50.0,32.4,92.0,86.0
394,2016-01-30,7.9,9.0,6.5,0.0,0.0,1.32,4.1,6.9,360.0,3.8,82.6,73.0
395,2016-01-31,4.6,6.5,3.1,0.0,0.0,2.74,3.6,6.2,340.0,0.0,69.3,64.0
396,2016-02-01,2.7,3.6,1.6,0.0,0.0,1.43,5.1,8.0,340.0,0.0,65.9,59.0
397,2016-02-02,2.8,4.7,2.0,1.5,14.2,6.45,4.6,7.6,340.0,0.0,62.6,54.0
398,2016-02-03,4.8,6.8,2.3,4.0,37.7,11.02,3.4,5.0,340.0,0.0,53.8,44.0
399,2016-02-04,6.9,9.4,5.2,5.9,55.7,10.5,3.4,5.2,340.0,0.0,49.0,36.0
400,2016-02-05,6.0,8.5,4.6,5.1,47.7,11.53,3.3,5.2,340.0,0.0,57.4,37.0
401,2016-02-06,4.2,5.8,3.0,0.1,0.9,2.61,6.0,9.7,340.0,0.1,61.1,44.0
402,2016-02-07,4.3,7.2,2.6,1.5,14.0,5.62,3.8,6.8,360.0,0.1,59.0,44.0
403,2016-02-08,8.2,11.2,4.7,7.3,67.6,12.4,4.6,8.2,270.0,0.0,48.9,35.0
404,2016-02-09,8.4,11.6,5.2,9.8,90.7,14.98,3.3,10.3,340.0,0.0,48.0,25.0
405,2016-02-10,9.9,16.7,4.5,9.7,89.8,14.01,2.4,6.6,70.0,0.0,54.6,39.0
406,2016-02-11,14.9,19.5,9.2,3.8,34.9,8.96,3.4,9.0,160.0,0.1,55.9,38.0
407,2016-02-12,17.4,20.5,15.7,0.0,0.0,1.33,2.7,8.8,200.0,24.0,79.6,56.0
408,2016-02-13,14.8,19.7,9.0,1.2,11.0,4.5,3.4,9.0,290.0,9.1,92.4,79.0
409,2016-02-14,4.3,9.2,2.4,0.0,0.0,3.23,7.5,10.8,340.0,0.0,71.3,56.0
410,2016-02-15,2.1,3.7,-0.4,1.6,14.5,7.95,7.9,11.7,340.0,0.1,67.4,47.0
411,2016-02-16,5.7,7.9,2.9,0.4,3.6,5.2,6.9,9.5,320.0,0.0,57.3,43.0
412,2016-02-17,5.8,8.1,3.8,3.4,30.9,10.98,4.2,8.3,320.0,0.0,53.3,42.0
413,2016-02-18,8.0,13.9,2.6,9.5,85.6,16.18,3.3,8.3,250.0,0.0,54.0,31.0
414,2016-02-19,10.4,12.5,8.3,0.9,8.1,6.41,2.4,5.0,320.0,0.2,64.3,45.0
415,2016-02-20,8.3,11.1,5.3,5.0,45.0,12.14,4.8,9.6,340.0,0.0,53.5,35.0
416,2016-02-21,5.7,8.7,4.2,5.1,45.5,13.62,3.5,8.0,340.0,0.0,50.6,41.0
417,2016-02-22,6.0,8.7,4.9,0.0,0.0,4.63,1.6,3.9,50.0,5.4,71.5,50.0
418,2016-02-23,7.2,10.8,3.7,4.5,40.2,12.3,3.9,8.1,20.0,0.3,64.6,43.0
419,2016-02-24,3.1,4.8,2.3,1.2,10.6,6.81,5.5,7.9,340.0,0.0,56.4,50.0
420,2016-02-25,4.3,7.8,2.1,4.2,37.2,12.0,3.8,6.9,360.0,0.0,49.3,36.0
421,2016-02-26,9.2,13.5,3.3,9.2,81.4,15.16,3.0,5.8,200.0,0.0,43.6,30.0
422,2016-02-27,12.0,14.6,10.0,5.2,45.6,11.93,4.2,8.0,230.0,0.1,68.1,32.0
423,2016-02-28,11.4,19.5,6.3,7.8,68.4,15.51,4.0,10.7,250.0,0.0,59.8,21.0
424,2016-02-29,3.5,6.6,0.4,2.5,21.9,9.58,7.7,11.7,340.0,0.5,55.9,39.0
425,2016-03-01,3.6,6.9,1.0,5.0,43.5,14.21,3.7,6.7,360.0,0.0,55.8,46.0
426,2016-03-02,7.9,13.6,2.1,10.6,92.2,18.66,2.2,4.2,50.0,0.0,57.3,45.0
427,2016-03-03,12.3,16.0,6.1,6.8,59.1,14.57,2.3,4.4,50.0,0.3,57.5,36.0
428,2016-03-04,16.6,22.5,12.6,4.7,40.5,13.69,1.9,4.9,20.0,0.0,68.9,46.0
429,2016-03-05,18.1,22.0,14.2,2.1,18.1,8.89,3.1,7.2,200.0,32.7,76.3,60.0
430,2016-03-06,12.1,15.8,10.0,3.3,28.2,8.64,1.8,5.4,290.0,7.9,83.8,62.0
431,2016-03-07,14.1,18.6,10.4,5.2,44.4,13.65,2.2,5.9,50.0,0.0,83.8,68.0
432,2016-03-08,10.1,14.3,6.5,0.0,0.0,1.86,4.1,10.4,50.0,17.3,75.3,46.0
433,2016-03-09,6.1,8.5,4.3,7.9,66.9,17.68,5.7,8.9,360.0,25.0,66.5,42.0
434,2016-03-10,4.4,6.7,2.9,5.8,49.2,14.55,4.7,7.0,360.0,0.0,54.5,34.0
435,2016-03-11,4.8,7.7,2.9,5.8,49.2,16.33,4.5,6.1,360.0,0.0,49.8,40.0
436,2016-03-12,6.4,8.4,2.9,7.8,65.5,19.04,3.2,5.8,20.0,0.0,45.8,32.0
437,2016-03-13,8.4,11.0,6.1,0.0,0.0,2.78,2.4,6.3,50.0,9.4,69.5,32.0
438,2016-03-14,7.6,9.6,6.4,2.9,24.4,11.41,4.7,8.0,20.0,0.0,60.9,51.0
439,2016-03-15,8.3,11.6,3.7,9.8,81.7,20.98,2.0,3.9,50.0,0.0,57.0,40.0
440,2016-03-16,12.0,16.1,8.0,9.0,75.0,19.35,2.2,5.4,50.0,0.0,54.3,40.0
441,2016-03-17,15.0,21.3,8.5,8.2,68.3,18.78,2.3,6.0,50.0,0.0,62.6,38.0
442,2016-03-18,15.3,20.0,13.2,2.7,22.3,12.8,2.1,6.0,320.0,4.2,91.0,74.0
443,2016-03-19,12.4,15.2,9.8,6.8,56.2,17.04,2.9,5.9,290.0,0.0,74.5,64.0
444,2016-03-20,11.1,13.9,7.3,3.0,24.8,15.57,2.0,3.4,360.0,0.0,74.6,62.0
445,2016-03-21,12.4,15.5,9.7,9.8,80.3,20.97,2.8,7.6,50.0,0.0,61.3,49.0
446,2016-03-22,11.2,15.1,7.9,9.2,75.4,21.06,2.7,4.8,320.0,0.0,67.6,56.0
447,2016-03-23,9.8,14.5,7.3,8.0,65.6,18.81,3.3,6.7,340.0,0.0,61.5,45.0
448,2016-03-24,9.1,12.1,7.0,8.9,72.4,20.88,4.2,6.8,360.0,0.0,56.3,46.0
449,2016-03-25,8.9,12.1,7.4,6.4,52.0,16.66,2.5,3.6,360.0,0.0,59.0,46.0
450,2016-03-26,8.7,11.3,6.7,9.7,78.9,22.38,3.9,6.2,290.0,0.0,46.1,30.0
451,2016-03-27,10.2,13.9,6.6,9.2,74.2,20.77,3.0,5.2,320.0,0.0,42.5,24.0
452,2016-03-28,13.1,17.2,6.9,10.9,87.9,21.18,3.3,6.8,270.0,0.0,37.1,19.0
453,2016-03-29,14.7,17.8,10.2,2.4,19.4,12.96,5.0,10.7,230.0,0.0,44.5,15.0
454,2016-03-30,14.7,17.4,12.4,8.5,68.0,18.17,1.5,3.6,290.0,0.0,74.3,58.0
455,2016-03-31,13.9,16.1,13.2,0.0,0.0,5.16,1.4,3.5,50.0,0.1,84.0,64.0
456,2016-04-01,14.4,18.8,9.8,10.5,84.0,22.13,2.1,5.0,290.0,0.0,66.4,37.0
457,2016-04-02,16.3,21.6,11.1,8.5,67.5,20.63,1.9,5.9,270.0,0.0,61.9,36.0
458,2016-04-03,15.6,17.2,14.5,0.0,0.0,2.38,1.6,4.8,50.0,25.2,92.4,77.0
459,2016-04-04,13.3,15.0,12.8,0.0,0.0,3.79,2.2,6.0,50.0,5.9,92.6,86.0
460,2016-04-05,13.8,16.4,12.6,2.7,21.3,15.81,1.6,3.6,20.0,0.0,71.3,43.0
461,2016-04-06,15.1,18.6,11.6,0.0,0.0,4.86,2.9,7.1,90.0,2.3,72.3,39.0
462,2016-04-07,14.9,21.6,12.6,1.8,14.1,9.35,4.8,9.5,200.0,14.5,86.1,75.0
463,2016-04-08,13.3,16.6,11.5,4.0,31.3,16.14,1.9,3.9,320.0,0.0,84.6,73.0
464,2016-04-09,14.6,20.0,11.1,11.0,85.9,23.79,1.6,3.5,340.0,0.0,81.4,54.0
465,2016-04-10,15.3,18.8,12.2,6.4,49.6,20.43,1.4,3.5,320.0,0.0,68.5,38.0
466,2016-04-11,14.6,18.8,12.5,6.6,51.2,19.86,3.1,6.8,70.0,0.0,74.4,57.0
467,2016-04-12,16.5,21.1,12.2,5.6,43.4,17.77,3.6,7.3,90.0,0.0,70.5,54.0
468,2016-04-13,15.9,19.6,13.0,0.9,6.9,6.75,2.3,4.9,50.0,24.4,89.3,67.0
469,2016-04-14,15.1,22.3,12.8,7.6,58.5,22.03,2.3,4.8,320.0,0.0,83.1,39.0
470,2016-04-15,16.2,21.2,11.0,11.5,88.5,25.78,3.9,7.6,70.0,0.0,66.6,45.0
471,2016-04-16,20.1,24.5,14.2,0.4,3.1,5.26,5.1,14.3,200.0,18.6,69.3,47.0
472,2016-04-17,13.5,16.4,12.4,5.7,43.5,17.15,5.8,14.0,270.0,0.2,71.6,61.0
473,2016-04-18,14.6,17.3,12.6,5.9,45.0,17.26,3.5,7.1,290.0,0.0,55.5,36.0
474,2016-04-19,14.9,17.2,13.2,11.4,86.4,24.46,2.5,4.6,250.0,0.0,62.6,49.0
475,2016-04-20,18.0,21.7,12.3,5.9,44.7,17.37,2.7,12.6,160.0,0.0,62.5,45.0
476,2016-04-21,16.7,22.4,13.4,1.0,7.6,10.08,4.2,6.6,270.0,4.2,87.5,63.0
477,2016-04-22,16.7,22.3,11.5,9.6,72.2,24.78,2.3,4.7,290.0,0.0,77.0,42.0
478,2016-04-23,16.6,20.2,14.7,0.0,0.0,5.59,2.1,5.2,50.0,2.9,83.0,50.0
479,2016-04-24,16.9,20.7,14.3,10.1,75.9,24.45,2.7,6.7,70.0,0.0,56.5,16.0
480,2016-04-25,16.8,19.8,13.7,11.7,88.0,23.67,3.3,6.3,50.0,0.0,59.6,29.0
481,2016-04-26,18.2,24.2,14.0,7.0,52.2,18.2,3.4,5.9,110.0,1.0,69.8,43.0
