,평균기온,일사합,평균풍속,최저습도,강수량,연간지수,전력수요총합
1348,24.0,5.29,2.2,71.0,8.9,3,16647.3
1349,25.5,17.62,2.8,73.0,0.0,3,15629.099999999999
1350,25.8,13.71,3.1,78.0,0.0,3,15446.199999999997
1351,24.5,1.81,4.2,85.0,27.8,3,16898.500000000004
1352,23.9,1.82,6.1,94.0,89.6,3,16823.5
1353,23.4,1.44,6.1,71.0,11.7,3,16016.9
1354,22.9,0.13,5.9,81.0,63.8,3,16086.599999999999
1355,23.3,2.84,6.6,88.0,155.0,3,15696.100000000002
1356,24.7,17.98,2.6,69.0,0.0,3,14804.100000000004
1357,24.5,20.65,3.1,68.0,0.0,3,13858.499999999996
1358,26.5,19.93,2.1,57.0,0.0,3,14120.0
1359,25.2,14.96,3.2,64.0,6.8,3,13719.8
1360,27.3,21.26,3.7,56.0,0.0,3,14103.6
1361,24.9,19.85,2.4,54.0,0.0,3,14902.1
1362,23.4,16.35,2.9,58.0,0.0,3,14921.4
1363,24.2,10.81,3.7,74.0,0.3,3,14640.5
1364,24.4,15.92,3.6,63.0,0.0,3,14213.5
1365,24.0,15.71,3.1,69.0,0.0,3,15291.199999999999
1366,25.3,14.68,3.0,73.0,0.0,3,16015.4
1367,26.2,16.17,1.8,66.0,13.0,3,16553.2
1368,23.0,6.24,2.4,74.0,27.9,3,16092.999999999998
1369,22.9,18.57,2.2,70.0,0.0,3,15110.8
1370,23.5,18.67,2.1,62.0,0.0,3,14291.200000000003
1371,24.7,19.99,2.5,40.0,0.0,3,14013.900000000001
1372,25.5,17.79,1.9,56.0,0.0,3,15036.599999999999
1373,25.7,18.33,1.9,58.0,0.0,3,16166.899999999998
1374,25.1,16.74,2.8,70.0,0.0,3,16231.4
1375,24.6,18.61,2.1,68.0,0.0,3,16010.8
1376,24.5,15.08,3.1,70.0,0.0,3,16221.2
1377,24.3,4.44,2.7,86.0,5.2,3,15954.700000000003
1378,26.1,12.52,1.4,60.0,0.0,3,15550.2
1379,22.0,5.4,2.3,79.0,0.1,3,15178.300000000001
1380,22.2,1.7,3.2,92.0,16.4,3,16014.200000000003
1381,22.5,2.81,3.0,90.0,2.1,3,16071.900000000001
1382,24.0,14.01,3.0,72.0,0.0,3,15939.3
1383,23.5,15.73,2.5,57.0,0.0,3,15241.0
1384,17.0,1.94,6.4,51.0,7.6,3,14681.800000000001
1385,13.3,18.15,5.9,39.0,0.0,3,12561.0
1386,14.0,16.57,2.2,43.0,0.0,3,13527.8
1387,16.2,11.4,4.1,51.0,0.5,3,14190.599999999999
1388,14.4,5.6,3.1,50.0,0.0,3,14880.0
1389,15.6,12.0,3.2,52.0,0.0,3,14218.499999999998
1390,16.5,12.7,5.5,44.0,0.0,3,14256.999999999996
1391,16.2,16.43,2.6,45.0,0.0,3,13402.7
1392,17.4,8.0,2.4,61.0,0.0,3,13772.3
1393,16.8,15.28,2.3,52.0,0.0,3,13769.000000000004
1394,16.3,16.16,2.5,40.0,0.0,3,13946.400000000001
1395,17.6,12.86,2.9,57.0,0.0,3,14169.600000000002
1396,16.7,16.36,2.1,42.0,0.0,3,13887.9
1397,18.4,13.86,3.2,54.0,0.0,3,14303.3
1398,17.3,5.77,2.2,60.0,0.2,3,14301.7
1399,17.3,15.51,2.3,52.0,0.0,3,13035.199999999997
1400,17.6,10.65,2.7,62.0,0.0,3,14096.700000000003
1401,16.4,12.24,3.8,47.0,0.0,3,14261.099999999997
1402,16.1,14.08,3.1,53.0,0.0,3,14124.4
1403,16.5,13.32,2.2,51.0,0.0,3,14317.900000000001
1404,17.5,6.34,2.3,47.0,0.0,3,14939.999999999998
1405,19.2,9.43,3.8,55.0,0.0,3,14448.500000000005
1406,19.1,10.09,3.8,52.0,0.0,3,13396.300000000001
1407,13.6,0.97,5.7,53.0,34.5,3,15366.199999999999
1408,12.3,4.69,7.0,47.0,3.1,3,15526.2
1409,11.7,1.62,7.0,46.0,4.0,3,16093.4
1410,13.2,8.25,5.9,43.0,4.4,3,15430.099999999999
1411,12.6,9.33,5.9,45.0,5.4,3,15643.0
1412,14.1,11.08,3.4,46.0,0.0,3,14452.3
1413,15.5,12.56,3.4,41.0,0.0,3,13866.2
1414,14.2,12.9,2.3,48.0,0.0,3,14785.599999999999
1415,13.3,7.63,1.9,46.0,0.0,3,15544.6
1416,13.0,12.24,2.2,36.0,0.0,3,15017.600000000004
1417,13.6,12.57,2.0,40.0,0.0,3,14980.099999999999
1418,13.4,13.26,2.2,42.0,0.0,3,15032.1
1419,13.9,12.0,2.6,58.0,0.0,3,14505.300000000001
1420,15.8,4.77,2.2,60.0,0.0,3,14806.100000000002
1421,10.8,3.63,7.0,41.0,2.0,3,15813.900000000003
1422,10.2,2.83,6.7,46.0,0.0,3,16495.600000000002
1423,11.9,8.6,4.8,47.0,0.0,3,16187.500000000002
1424,13.6,10.51,3.0,47.0,0.0,3,15671.699999999999
1425,11.5,11.65,1.8,45.0,0.0,3,15543.199999999997
1426,10.6,12.52,2.1,41.0,0.0,3,14924.800000000001
1427,13.1,12.49,2.5,46.0,0.0,3,14568.8
1428,13.9,10.55,2.5,50.0,0.0,3,15270.199999999999
1429,12.5,0.36,6.2,63.0,10.4,3,16882.499999999996
1430,8.0,2.5,7.7,52.0,1.0,3,17634.5
1431,9.1,4.29,3.7,49.0,1.1,3,17470.7
1432,11.2,6.78,6.1,39.0,0.0,3,16899.6
1433,11.3,11.37,4.0,47.0,0.0,3,15699.799999999997
1434,9.7,11.93,2.1,37.0,0.0,3,15477.3
1435,10.5,8.03,2.3,60.0,0.0,3,16360.1
1436,11.5,10.8,3.5,45.0,0.0,3,16345.5
1437,11.3,10.12,2.6,49.0,0.0,3,16431.3
1438,12.6,2.61,2.4,70.0,0.5,3,16816.8
1439,13.6,5.1,2.9,65.0,0.0,3,16176.7
1440,12.3,2.24,2.8,65.0,0.0,3,15877.599999999999
1441,10.6,3.8,5.0,55.0,0.0,3,16064.0
1442,6.6,1.91,4.5,56.0,0.0,3,18025.200000000004
1443,8.5,9.68,2.5,50.0,0.0,3,17471.600000000002
1444,11.3,3.7,2.3,52.0,0.1,3,17466.2
1445,10.9,1.0,2.2,52.0,21.5,3,18191.600000000002
1446,5.9,2.63,8.7,48.0,0.7,3,19035.8
1447,4.0,2.24,4.3,55.0,0.7,3,18637.8
1448,8.0,6.24,5.4,45.0,0.1,3,17059.7
1449,11.3,10.36,4.2,43.0,0.0,3,17508.9
1450,12.4,7.24,3.3,51.0,0.0,3,17421.8
1451,10.0,11.58,2.3,30.0,0.0,3,16953.100000000002
1452,9.9,10.88,2.4,37.0,0.0,3,17175.1
1453,9.3,2.81,4.1,50.0,0.0,3,18000.800000000003
1454,2.5,0.52,7.3,61.0,0.0,3,19253.0
1455,1.0,2.27,7.3,63.0,5.2,3,19739.3
1456,4.1,1.37,4.4,59.0,0.1,3,20361.499999999996
1457,7.2,0.91,2.6,58.0,0.0,3,19737.0
1458,9.3,4.94,5.0,49.0,0.4,3,18809.4
1459,6.9,4.85,6.9,46.0,0.0,3,19156.5
1460,4.9,2.3,5.8,51.0,0.0,3,19735.999999999996
1461,4.9,10.76,2.3,39.0,0.0,4,17466.3
1462,7.2,4.4,3.0,50.0,0.0,4,17527.3
1463,6.0,9.72,2.5,53.0,0.0,4,18440.300000000003
1464,6.8,3.36,3.4,42.0,0.0,4,19207.2
1465,5.8,0.35,2.2,52.0,18.8,4,20527.100000000002
1466,7.3,10.97,4.5,45.0,0.0,4,18559.8
1467,5.6,11.24,2.5,46.0,0.0,4,19194.8
1468,6.6,2.71,3.0,60.0,0.0,4,18671.600000000002
1469,7.7,1.13,2.7,58.0,0.0,4,18284.899999999998
1470,7.6,5.36,2.8,61.0,0.1,4,19210.9
1471,3.6,2.32,7.6,57.0,2.1,4,21282.899999999994
1472,3.8,3.75,5.1,57.0,0.0,4,21142.100000000002
1473,4.0,1.79,6.1,53.0,2.1,4,21584.5
1474,4.3,6.64,3.8,50.0,0.0,4,20491.699999999997
1475,7.4,8.93,1.9,53.0,0.0,4,18980.000000000004
1476,7.0,4.84,4.8,54.0,0.3,4,18428.0
1477,5.5,3.82,4.5,55.0,0.0,4,20464.800000000007
1478,3.8,10.87,3.4,40.0,0.0,4,20060.200000000004
1479,5.3,12.39,3.1,25.0,0.0,4,19714.499999999996
1480,2.9,6.76,4.1,50.0,0.0,4,20434.299999999996
1481,6.0,8.26,2.4,55.0,0.0,4,20219.600000000002
1482,10.6,8.39,3.3,54.0,1.3,4,18235.499999999996
1483,10.5,2.33,3.3,72.0,5.6,4,18001.7
1484,10.3,5.79,3.3,64.0,0.0,4,18833.0
1485,8.8,0.06,2.1,71.0,3.3,4,19469.3
1486,7.5,5.19,3.3,54.0,0.0,4,18592.5
1487,5.9,4.82,3.6,60.0,0.0,4,18962.5
1488,5.2,7.59,3.4,57.0,0.0,4,18611.2
1489,4.6,6.2,3.7,50.0,0.0,4,18541.2
1490,4.8,11.4,4.3,43.0,0.0,4,17678.3
1491,5.9,10.88,3.4,47.0,0.0,4,17438.299999999996
1492,6.3,6.72,5.2,47.0,0.0,4,16647.5
1493,5.0,5.53,3.5,52.0,0.0,4,17613.1
1494,5.0,8.3,4.0,47.0,0.0,4,19256.9
1495,4.4,4.91,5.1,45.0,0.0,4,19945.599999999995
1496,3.6,6.74,6.9,47.0,0.1,4,19709.8
1497,4.5,9.3,5.2,46.0,0.1,4,18720.699999999997
1498,4.4,6.45,3.1,47.0,0.0,4,20292.100000000002
1499,5.4,14.06,3.6,38.0,0.0,4,19178.499999999996
1500,5.9,6.94,2.4,56.0,3.7,4,19721.1
1501,6.9,13.77,3.6,40.0,7.2,4,19006.5
1502,7.5,15.62,2.5,37.0,0.0,4,18557.8
1503,10.0,6.37,2.3,36.0,0.0,4,17802.6
1504,10.1,3.55,3.3,46.0,0.0,4,17824.2
1505,9.3,7.54,3.0,40.0,0.0,4,18146.399999999998
1506,3.9,8.17,5.7,53.0,0.0,4,19639.2
1507,2.3,5.8,6.3,50.0,0.0,4,21147.200000000004
1508,1.1,6.97,4.6,51.0,0.0,4,21615.699999999997
1509,6.0,7.73,2.5,50.0,2.6,4,20518.5
1510,5.2,2.0,4.5,61.0,11.3,4,19435.800000000003
1511,1.8,9.18,6.7,53.0,0.1,4,19573.299999999996
1512,5.0,9.18,4.6,40.0,0.0,4,20183.2
1513,4.4,11.93,4.3,46.0,0.0,4,19862.2
1514,1.9,6.13,4.3,47.0,0.0,4,20998.800000000003
1515,3.4,3.91,4.2,50.0,0.0,4,20994.100000000002
1516,6.6,19.56,2.6,34.0,0.0,4,19099.2
1517,9.8,19.04,4.5,24.0,0.0,4,17589.5
1518,7.4,20.32,3.3,26.0,0.0,4,16896.2
1519,8.7,7.34,1.9,37.0,0.0,4,18820.6
1520,10.1,4.01,3.4,60.0,3.8,4,17185.8
1521,6.4,13.6,4.3,45.0,0.0,4,18194.699999999997
1522,10.0,17.83,3.3,34.0,0.0,4,17997.999999999996
1523,12.6,13.44,2.9,40.0,0.0,4,17678.899999999998
1524,8.9,18.57,5.0,37.0,0.0,4,16346.300000000001
1525,6.4,20.19,4.1,37.0,0.0,4,16542.2
1526,7.5,16.93,2.5,45.0,0.0,4,17885.8
1527,9.5,19.6,2.4,40.0,0.0,4,17526.4
1528,11.0,19.82,2.2,35.0,0.0,4,16127.300000000001
1529,12.5,20.29,2.2,32.0,0.0,4,16457.7
1530,16.5,8.83,2.2,54.0,0.0,4,16290.399999999998
1531,17.0,20.24,2.3,53.0,0.0,4,14443.300000000001
1532,17.7,3.12,5.4,55.0,5.8,4,15642.9
1533,13.8,5.12,2.5,88.0,0.0,4,16210.9
1534,10.4,22.58,2.3,62.0,0.0,4,15584.199999999999
1535,13.7,20.37,2.0,60.0,0.0,4,15420.6
1536,13.4,3.29,3.7,32.0,25.9,4,16974.0
1537,10.3,1.75,4.4,81.0,32.1,4,17502.3
1538,7.7,4.23,4.7,63.0,3.3,4,17575.2
1539,7.9,5.84,3.0,63.0,0.0,4,16983.800000000003
1540,9.3,7.79,2.9,43.0,11.8,4,18296.399999999998
1541,9.4,16.89,2.4,42.0,4.4,4,17219.899999999998
1542,9.0,10.88,2.3,67.0,2.0,4,17968.6
1543,11.2,22.09,2.8,39.0,0.0,4,16786.2
1544,16.4,7.46,3.9,48.0,1.7,4,16981.0
1545,12.1,2.14,6.2,75.0,4.4,4,16172.399999999998
1546,12.7,22.41,3.3,18.0,0.0,4,14747.900000000001
1547,10.8,14.6,3.2,40.0,0.0,4,16831.1
1548,13.1,23.63,3.7,52.0,0.0,4,15923.5
1549,15.4,14.14,2.2,66.0,0.0,4,15815.5
1550,11.5,7.51,2.8,73.0,0.9,4,16368.5
1551,11.9,21.82,3.8,50.0,0.0,4,16362.099999999999
1552,10.8,23.5,2.7,32.0,0.0,4,15643.400000000003
1553,10.4,24.92,2.5,45.0,0.0,4,15384.5
1554,11.9,24.66,2.4,45.0,0.0,4,16161.900000000001
1555,13.0,17.99,2.9,36.0,0.0,4,16588.200000000004
1556,13.7,24.33,2.4,57.0,0.0,4,15894.9
1557,13.1,21.75,3.6,39.0,0.0,4,15959.4
1558,15.1,25.28,2.2,35.0,0.0,4,15662.9
1559,17.2,25.48,2.6,38.0,0.0,4,14965.500000000004
1560,17.4,19.87,2.0,42.0,0.0,4,14492.500000000004
1561,19.8,24.67,1.7,56.0,0.0,4,14581.999999999998
1562,18.8,24.82,2.1,70.0,0.0,4,14534.499999999996
1563,17.9,15.72,3.5,73.0,5.7,4,15176.599999999999
1564,14.1,1.58,4.2,78.0,9.0,4,16848.3
1565,14.0,17.65,3.0,45.0,0.0,4,15310.000000000002
1566,13.6,25.54,2.7,47.0,0.0,4,14738.300000000003
1567,14.3,26.98,2.5,25.0,0.0,4,14484.600000000002
1568,15.1,16.92,1.9,37.0,0.0,4,15378.100000000002
1569,15.6,24.28,2.2,34.0,0.0,4,15084.599999999999
1570,15.7,25.5,2.1,30.0,0.0,4,15130.9
1571,14.7,12.84,2.0,43.0,2.7,4,16179.300000000003
1572,17.2,24.79,2.5,51.0,0.0,4,14817.1
1573,18.0,9.71,2.8,77.0,0.0,4,15021.4
1574,17.7,20.71,1.9,73.0,0.0,4,13843.199999999999
1575,21.2,20.21,2.7,54.0,14.8,4,14996.899999999998
1576,19.3,1.55,5.5,77.0,25.8,4,16424.3
1577,17.1,24.54,3.0,27.0,0.0,4,14538.300000000001
1578,17.5,22.5,4.3,58.0,0.0,4,14614.800000000003
1579,13.6,6.23,3.7,78.0,26.0,4,15800.099999999995
1580,15.1,22.93,3.1,58.0,0.0,4,14469.999999999998
1581,14.8,26.95,3.2,38.0,0.0,4,13895.799999999997
1582,16.7,24.36,4.2,25.0,0.0,4,14698.399999999998
1583,14.8,27.25,2.5,43.0,0.0,4,14934.999999999998
1584,16.6,27.61,2.5,38.0,0.0,4,14844.800000000001
1585,20.7,26.66,2.8,45.0,0.0,4,14288.300000000001
1586,20.5,25.21,3.1,60.0,0.0,4,14444.499999999996
1587,19.3,20.43,2.3,60.0,0.0,4,14080.300000000001
1588,18.5,20.02,3.5,55.0,0.0,4,14255.199999999999
1589,17.6,21.45,3.7,57.0,0.0,4,14545.200000000003
1590,17.8,13.78,3.8,74.0,0.2,4,15037.899999999998
1591,18.7,5.87,3.3,84.0,0.0,4,15733.5
1592,19.1,11.63,2.9,69.0,0.0,4,15096.599999999997
1593,16.9,2.41,2.7,83.0,8.9,4,15919.9
1594,16.6,25.95,2.9,32.0,0.0,4,13824.300000000001
1595,16.3,20.5,3.1,44.0,0.0,4,13706.8
1596,18.0,24.96,2.7,29.0,0.0,4,14213.900000000003
1597,21.0,27.67,3.2,29.0,0.0,4,14463.800000000003
1598,21.6,27.28,2.7,25.0,0.0,4,14565.199999999999
1599,20.6,14.63,2.0,31.0,0.0,4,15032.699999999999
1600,20.9,11.8,2.4,43.0,0.0,4,15074.399999999998
1601,20.4,27.89,2.6,56.0,0.0,4,13767.599999999997
1602,21.4,28.5,3.0,38.0,0.0,4,13489.9
1603,22.4,21.35,2.7,39.0,0.0,4,14544.699999999997
1604,21.5,26.5,2.2,41.0,0.0,4,14459.700000000003
1605,21.2,25.71,2.4,58.0,0.0,4,14562.9
1606,19.5,17.79,3.0,47.0,0.0,4,14930.7
1607,23.2,28.75,4.3,20.0,0.0,4,14495.3
1608,21.9,19.06,3.0,27.0,0.0,4,14213.199999999999
1609,21.1,12.27,2.6,57.0,0.0,4,14379.700000000004
1610,20.3,12.47,3.2,73.0,0.0,4,15125.699999999999
1611,20.9,26.78,2.1,40.0,0.0,4,14381.500000000002
1612,21.0,23.5,1.9,48.0,0.0,4,13833.6
1613,21.7,25.92,2.3,66.0,0.0,4,14742.099999999999
1614,21.2,27.24,2.4,75.0,0.0,4,14800.1
1615,23.5,20.8,4.5,54.0,0.0,4,14618.2
1616,19.1,3.61,4.5,66.0,45.0,4,14923.400000000005
1617,20.3,21.81,2.7,70.0,0.8,4,13632.999999999998
1618,20.7,13.03,2.1,67.0,0.7,4,15331.700000000003
1619,21.4,27.2,3.5,60.0,0.0,4,14573.8
1620,21.4,27.04,3.8,60.0,0.0,4,14461.900000000003
1621,23.0,13.25,1.8,52.0,0.0,4,15489.300000000001
1622,21.6,19.92,2.9,71.0,0.4,4,14157.499999999998
1623,22.0,20.56,3.5,58.0,0.0,4,13816.900000000001
1624,20.6,4.66,3.7,73.0,11.6,4,15488.200000000003
1625,19.0,2.65,3.9,96.0,13.6,4,15361.399999999998
1626,23.0,24.44,2.4,49.0,0.0,4,15105.099999999999
1627,22.3,21.94,2.3,69.0,0.0,4,15122.199999999999
1628,22.5,23.19,2.6,73.0,0.0,4,15638.199999999995
1629,23.9,27.19,2.6,72.0,0.0,4,14783.500000000002
1630,25.1,24.47,2.1,65.0,0.0,4,15000.599999999999
1631,23.7,14.29,2.7,71.0,0.0,4,16388.4
1632,24.0,22.57,3.5,73.0,0.1,4,16123.7
1633,23.7,27.39,2.5,76.0,0.0,4,16213.200000000003
1634,28.7,26.11,5.1,58.0,0.0,4,17898.0
1635,26.1,11.46,6.0,68.0,71.4,4,17704.3
1636,27.4,23.71,2.6,57.0,0.0,4,16336.100000000002
1637,30.0,24.37,4.4,47.0,0.0,4,17069.500000000004
1638,30.5,16.37,4.2,57.0,0.0,4,18796.7
1639,30.5,18.45,5.0,55.0,0.0,4,18994.8
1640,30.2,25.4,5.0,58.0,0.0,4,19148.100000000002
1641,28.7,28.86,2.9,62.0,0.0,4,19075.3
1642,28.3,29.15,2.3,62.0,0.0,4,18640.899999999998
1643,27.6,25.55,3.5,63.0,0.0,4,17515.399999999998
1644,28.6,21.53,3.3,57.0,0.0,4,17637.100000000002
1645,28.0,23.42,3.4,67.0,0.0,4,19103.7
1646,28.2,22.16,2.1,68.0,0.7,4,19416.999999999996
1647,30.3,25.45,2.4,62.0,0.0,4,20111.100000000002
1648,31.8,27.81,3.6,51.0,0.0,4,21055.5
1649,29.5,18.69,3.7,73.0,0.0,4,20778.499999999996
1650,28.7,28.23,3.1,56.0,0.0,4,18119.9
1651,28.6,18.59,2.3,66.0,0.0,4,18021.8
1652,27.9,11.45,2.1,69.0,13.8,4,19498.899999999998
1653,29.3,22.68,2.6,70.0,0.0,4,19939.7
1654,29.4,16.39,2.2,64.0,0.0,4,20297.899999999998
1655,28.8,13.65,3.1,67.0,6.2,4,20589.600000000002
1656,26.8,6.99,2.2,77.0,14.4,4,19460.699999999997
1657,27.2,21.72,3.2,64.0,0.0,4,17373.199999999997
1658,28.0,11.08,2.4,54.0,0.2,4,17445.3
1659,29.1,10.38,4.3,67.0,4.1,4,20037.1
1660,27.8,26.26,3.4,58.0,3.3,4,18384.300000000003
1661,27.4,21.56,2.5,67.0,0.0,4,18585.9
1662,27.7,16.98,5.3,66.0,0.0,4,18772.2
1663,27.2,25.63,3.2,65.0,0.0,4,18017.6
1664,28.3,20.87,2.6,62.0,0.0,4,18023.299999999996
1665,27.4,19.62,3.8,67.0,10.7,4,17350.499999999996
1666,26.9,27.7,2.6,61.0,0.0,4,17873.9
1667,27.6,27.43,3.0,60.0,0.0,4,18429.0
1668,28.9,26.03,3.5,62.0,0.0,4,19505.299999999996
1669,30.3,24.18,3.4,49.0,0.0,4,20121.3
1670,28.9,23.56,4.4,69.0,0.0,4,20586.3
1671,27.2,2.42,4.0,88.0,48.3,4,19629.3
1672,28.0,5.39,3.7,77.0,47.3,4,18688.500000000004
1673,29.3,14.51,3.7,73.0,7.0,4,19983.6
1674,29.7,20.91,2.3,70.0,3.7,4,20265.1
1675,29.8,24.56,2.2,72.0,0.0,4,20523.4
1676,30.6,26.47,3.1,62.0,0.0,4,21155.899999999998
1677,31.3,25.67,4.0,54.0,0.0,4,21385.699999999997
1678,30.9,17.93,2.7,67.0,0.0,4,20800.5
1679,31.4,23.75,2.9,58.0,0.0,4,20399.3
1680,31.7,25.21,2.5,43.0,0.0,4,21386.800000000003
1681,31.1,22.17,3.0,44.0,0.0,4,21232.100000000002
1682,31.5,20.51,3.3,42.0,0.0,4,21644.799999999996
1683,31.6,16.69,3.6,49.0,0.0,4,21930.8
1684,30.2,13.65,3.0,61.0,4.2,4,21698.8
1685,31.1,22.39,2.4,51.0,0.0,4,20720.7
1686,31.1,22.38,2.4,53.0,0.0,4,20342.0
1687,32.2,23.58,5.0,45.0,0.0,4,20793.599999999995
1688,31.0,16.49,6.2,60.0,13.9,4,22078.499999999996
1689,26.8,2.09,3.5,82.0,94.3,4,20590.799999999996
1690,27.5,24.46,2.3,58.0,0.0,4,18769.000000000004
1691,30.9,24.37,3.7,57.0,0.0,4,20811.3
1692,29.3,5.21,2.8,65.0,0.0,4,20244.5
1693,27.9,21.88,3.1,68.0,0.0,4,18036.1
1694,28.3,22.31,2.6,59.0,0.0,4,19513.899999999998
1695,29.8,19.39,2.4,51.0,0.0,4,20810.699999999997
1696,27.1,18.87,3.1,57.0,0.0,4,19365.700000000004
1697,26.8,23.44,3.3,56.0,0.0,4,18039.0
1698,26.3,11.2,2.9,53.0,0.0,4,18154.100000000002
1699,26.1,19.31,3.0,51.0,0.0,4,16374.199999999999
1700,24.4,16.82,3.5,59.0,0.0,4,15434.800000000003
1701,25.9,19.01,3.5,65.0,0.0,4,17455.899999999998
1702,28.2,18.14,2.5,50.0,0.0,4,18728.000000000004
1703,25.9,14.68,3.1,66.0,1.2,4,18041.200000000004
1704,24.8,4.73,3.7,77.0,0.0,4,17670.800000000003
1705,23.2,1.44,3.9,84.0,49.3,4,17556.199999999997
1706,25.9,10.46,3.9,79.0,6.4,4,16896.2
1707,26.4,6.73,3.1,76.0,10.4,4,16502.600000000002
1708,26.5,1.87,5.9,84.0,174.0,4,17055.0
1709,23.4,12.22,7.0,68.0,2.9,4,14841.3
1710,24.2,23.56,2.1,25.0,0.0,4,14995.3
1711,24.3,22.81,2.6,52.0,0.0,4,15177.900000000001
1712,24.4,20.11,3.0,60.0,0.0,4,14407.8
1713,23.9,9.31,3.9,73.0,0.5,4,13994.100000000002
1714,24.7,10.28,3.5,79.0,0.0,4,15023.800000000001
1715,24.5,2.24,3.0,87.0,2.4,4,15736.6
1716,24.4,0.41,4.7,89.0,16.3,4,17120.5
1717,24.8,1.03,4.8,91.0,0.5,4,17052.8
1718,25.3,1.16,4.3,89.0,2.1,4,17830.2
1719,28.7,15.71,3.1,58.0,0.3,4,17951.300000000003
1720,26.4,13.8,2.8,71.0,0.0,4,16726.8
1721,27.1,17.18,2.3,72.0,0.0,4,16317.499999999998
1722,25.1,15.72,5.1,67.0,0.0,4,16510.899999999998
1723,22.9,14.91,3.4,55.0,0.0,4,15676.300000000001
1724,22.0,16.26,3.2,51.0,0.0,4,15130.300000000001
1725,22.2,13.12,3.0,68.0,0.0,4,15495.400000000001
1726,22.4,16.94,2.9,54.0,0.0,4,15362.1
1727,21.4,18.93,2.7,47.0,0.0,4,13929.099999999997
1728,22.4,12.48,2.7,61.0,0.0,4,14299.3
1729,22.7,14.15,2.3,56.0,0.0,4,15161.2
1730,22.7,19.21,2.4,49.0,0.7,4,15156.0
1731,23.2,8.29,2.3,65.0,0.0,4,16046.800000000003
1732,22.4,16.71,2.3,52.0,0.0,4,15412.6
1733,21.7,20.57,2.5,50.0,0.0,4,15020.3
1734,22.8,20.04,2.8,46.0,0.0,4,14303.9
1735,24.9,19.0,2.1,46.0,0.0,4,14798.2
1736,26.1,18.09,2.1,63.0,0.0,4,15736.2
1737,21.3,3.02,3.5,69.0,1.7,4,16556.8
1738,19.4,16.29,3.0,53.0,0.1,4,14481.8
1739,18.7,8.76,2.8,57.0,0.9,4,15030.9
1740,17.8,12.66,4.0,49.0,0.0,4,14460.900000000003
1741,18.0,5.15,3.2,66.0,5.4,4,14636.800000000001
1742,18.6,4.91,3.2,70.0,12.1,4,14354.199999999999
1743,16.2,9.82,6.5,49.0,1.9,4,13702.2
1744,17.1,14.11,4.6,52.0,0.0,4,14156.1
1745,18.2,18.48,3.1,56.0,0.0,4,14082.699999999999
1746,19.4,10.31,4.2,63.0,0.0,4,14502.0
1747,19.5,14.34,3.2,69.0,0.0,4,14542.299999999997
1748,20.4,17.14,2.7,61.0,0.0,4,13856.4
1749,20.4,11.46,2.6,67.0,0.0,4,14142.299999999997
1750,16.9,15.43,4.5,40.0,0.0,4,14425.199999999999
1751,14.7,16.69,6.2,42.0,0.0,4,14173.399999999998
1752,15.1,17.37,3.8,42.0,0.0,4,14182.400000000001
1753,15.9,17.62,2.8,49.0,0.0,4,14263.1
1754,18.5,13.3,2.6,66.0,0.0,4,14915.900000000001
1755,20.0,9.43,1.9,53.0,0.0,4,14459.300000000001
1756,17.5,13.86,3.9,51.0,0.0,4,13437.5
1757,15.4,15.52,6.0,39.0,0.0,4,14112.500000000002
1758,14.8,15.03,3.9,43.0,0.0,4,14342.999999999996
1759,17.6,14.23,3.3,54.0,0.0,4,14725.7
1760,16.9,9.43,2.0,39.0,0.0,4,14944.199999999999
1761,16.5,14.91,2.4,58.0,0.0,4,14340.400000000001
1762,18.0,11.74,3.8,67.0,0.0,4,14131.700000000003
1763,17.6,12.08,3.6,65.0,0.0,4,13532.499999999998
1764,17.2,10.28,3.8,63.0,0.0,4,14269.800000000001
1765,17.5,14.88,2.4,52.0,0.0,4,14442.699999999999
1766,16.2,14.43,2.5,63.0,0.0,4,14577.199999999999
1767,15.9,15.69,3.2,39.0,0.0,4,14519.3
1768,12.4,10.47,4.4,51.0,0.0,4,14935.099999999999
1769,12.7,11.07,4.0,47.0,0.0,4,14461.9
1770,12.6,13.42,2.7,46.0,0.0,4,14161.600000000002
1771,13.7,13.92,2.2,51.0,0.0,4,15004.300000000001
1772,15.0,14.17,2.2,31.0,0.0,4,15074.800000000001
1773,16.5,13.08,2.7,52.0,0.0,4,15187.8
1774,18.7,8.16,3.0,68.0,5.7,4,15560.999999999998
1775,20.4,12.9,3.3,59.0,0.0,4,15189.699999999997
1776,20.2,4.01,1.9,78.0,3.5,4,15229.499999999998
1777,14.9,1.12,4.8,65.0,0.6,4,14798.0
1778,13.7,7.18,3.8,60.0,0.0,4,15287.300000000001
1779,13.1,12.56,3.2,47.0,0.0,4,15217.4
1780,13.5,10.54,2.6,54.0,0.0,4,15563.699999999999
1781,14.2,5.13,2.1,53.0,0.0,4,15977.900000000003
1782,16.0,10.58,3.1,68.0,0.0,4,15335.3
1783,17.1,7.18,3.2,65.0,0.0,4,14993.300000000001
1784,15.7,0.52,2.5,77.0,23.3,4,15530.4
1785,16.2,12.22,2.2,61.0,0.0,4,15270.2
1786,15.7,1.92,2.8,62.0,9.8,4,16372.0
1787,14.2,4.82,3.7,58.0,6.9,4,15841.7
1788,12.8,10.78,2.2,57.0,0.0,4,15713.199999999997
