일시,가시리풍력,김녕풍력,동복풍력,신창풍력,행원풍력,풍력전체
2023-05-21,508.32,2092.14,46598.4,991.08,68128.082,118318.022
2023-05-22,128620.8,2997,46684.8,9457.02,59233.158,246992.778
2023-05-23,59876.64,1738.44,48124.8,2858.22,50946.54,163544.64
2023-05-24,1126.08,169.02,979.2,469.98,3909.04,6653.32
2023-05-25,9652.32,1195.74,24480,2804.04,29934.374,68066.474
2023-05-26,16685.28,1398.06,24998.4,6841.98,26382.108,76305.828
2023-05-27,132724.8,4922.46,267004.8,15152.94,118821.917,538626.917
2023-05-28,128774.88,4091.58,165340.8,13704.3,97990.077,409901.637
2023-05-29,64882.08,524.7,15062.4,6121.62,14702.586,101293.386
2023-05-30,7835.04,21.24,58550.4,254.7,62039.808,128701.188
2023-05-31,15373.44,896.76,126144,914.76,101605.685,244934.645
2023-06-01,69.12,780.84,32256,231.48,34467.822,67805.262
2023-06-02,122002.56,3916.26,72489.6,5305.32,84404.395,288118.135
2023-06-03,73883.52,5282.82,88272,5573.88,108078.093,281090.313
2023-06-04,80975.52,1811.16,41184,202.86,73273.76,197447.3
2023-06-05,89667.36,1731.06,43545.6,499.32,45804.563,181247.903
2023-06-06,5976,1203.3,43430.4,1279.62,43707.72,95597.04
2023-06-07,8804.16,561.6,16502.4,1110.42,19282.134,46260.714
2023-06-08,5729.76,741.24,19785.6,969.84,14572.534,41798.974
2023-06-09,10107.36,189.9,3139.2,3724.38,2760.79,19921.63
2023-06-10,16881.12,1951.92,55382.4,4320.36,48721.553,127257.353
2023-06-11,1215.36,532.98,18403.2,851.04,9802.532,30805.112
2023-06-12,1177.92,96.66,1756.8,596.52,664.525,4292.425
2023-06-13,2616.48,199.44,518.4,395.46,3814.878,7544.658
2023-06-14,11622.24,598.32,8179.2,729.18,16204.43,37333.37
2023-06-15,17737.92,646.38,9072,1195.02,17217.706,45869.026
2023-06-16,1674.72,341.82,2073.6,206.82,5012.986,9309.946
2023-06-17,200.16,353.7,2563.2,444.78,2450.392,6012.232
2023-06-18,1.44,432.18,5299.2,38.88,9069.083,14840.783
2023-06-19,4036.32,2358.9,61545.6,610.38,48474.702,117025.902
2023-06-20,30216.96,2269.26,78249.6,8282.52,62965.357,181983.697
2023-06-21,31655.52,5187.24,125596.8,6116.58,74176.539,242732.679
2023-06-22,26550.72,5345.1,115920,1928.7,98766.495,248511.015
2023-06-23,10380.96,636.66,30528,538.38,8311.198,50395.198
2023-06-24,9339.84,3042,90691.2,3070.98,61733.577,167877.597
2023-06-25,32232.96,2734.92,132307.2,6869.52,44893.642,219038.242
2023-06-26,143334.72,4561.38,233136,10091.16,51900.217,443023.477
2023-06-27,133541.28,1134,51091.2,10160.82,17438.632,213365.932
2023-06-28,106204.32,808.56,38563.2,7211.7,15283.368,168071.148
2023-06-29,162169.92,1284.84,35481.6,11360.16,56095.947,266392.467
2023-06-30,57022.56,1514.88,40867.2,4286.7,18700.759,122392.099
