날짜, 1시 , 2시 , 3시 , 4시 , 5시 , 6시 , 7시 , 8시 , 9시 , 10시 , 11시 , 12시 , 13시 , 14시 , 15시 , 16시 , 17시 , 18시 , 19시 , 20시 , 21시 , 22시 , 23시 , 24시 
2023-11-06,586.9,612.3,626.7,658,607,585.9,531.2,515.2,524.5,553.7,517.6,490.7,536.1,538.1,544,536,518,469.6,475.1,485.8,496.5,513,524.1,545.7
2023-11-07,577.4,582.7,602.8,590.8,616.3,618.8,575,535.6,602.1,712,730.4,735.6,733.5,697.2,654.5,559.7,414.8,303.5,307.9,303.3,321.7,354.4,368.9,385.6
2023-11-08,438.9,470.5,494,486.2,479.5,484.7,442,400.5,434.2,505.1,587.5,669.9,688.4,641.5,587,489.9,341,244.9,238.2,242.9,279.2,312.9,328.5,356.7
2023-11-09,397.7,432.3,456,471.9,471.1,458.6,422,391,435.2,477.1,499.1,497.6,409.6,296.8,273.2,266.3,258.9,245.1,258.4,262.5,286.8,315.6,367.8,395.6
2023-11-10,430.3,457.7,508.4,600.2,667.5,687.1,657.2,598.4,602.1,634.9,649.1,715.9,706.6,728.5,680.5,715.4,685.7,565.7,577.1,578.6,614.9,628.7,647.5,638.6
2023-11-11,439.5,473,478.4,485.3,483.6,446.5,412.1,644.8,726.8,869.9,917.5,914.7,913.9,921.1,860.6,780.1,667.2,590.3,585,591.5,582.4,604.4,617.9,648.9
2023-11-12,700.4,725.2,739.4,759.6,758.5,744.5,691.3,658.3,637.8,711.3,700.4,783,812.1,713.5,689.5,665.5,621.1,570.5,542.4,552.7,562.7,569.8,608.5,633.7
2023-11-13,662.1,683.3,695.9,717.5,700.7,706.5,665.5,639.2,675.1,715.9,757,839.7,820.4,604.8,645,570.5,473.6,403.1,388,413.4,419.8,441.5,458.1,478
2023-11-14,521.4,561.3,583,594.2,589.7,578.2,533.7,488.7,491.6,548.3,609.5,576,575.9,573.6,543.3,539.6,448.4,380,366.3,369.1,368.9,419.1,436.4,451.4
2023-11-15,496,537.4,564.3,585.5,583.1,574,533.5,500.3,551.9,644.7,731.3,823.1,814.4,749.4,535.4,343.1,503,395.3,397.1,402.5,406.6,412.1,427.1,431.7
2023-11-16,488.9,520.8,543.7,558.9,564.3,546.3,521.2,500.3,484.7,450.5,458.3,531.8,517,503.9,530.7,550.8,537.4,502.7,464.8,487.5,528.7,543.3,537.8,547.1
2023-11-17,604.3,664.3,679.2,748.7,735.8,693.6,632.7,562.7,500.9,586.7,693.7,766.9,658.3,550.7,546.9,501.6,482.5,453.1,451,451.5,451.4,509.8,531.6,541.1
2023-11-18,568.4,601.8,631,647.5,624.5,615,605.6,604.6,634.7,683.4,641.3,589.4,610,561.5,554.9,514.7,465.5,400,427.8,452.7,426.8,408.2,436.6,433.1
2023-11-19,485.3,509.9,538.5,547.3,536.2,543.8,491,489.8,560,667.5,740.4,816.2,853.8,863,826.2,713.7,541.7,410.1,388.8,407.4,417,426.8,447.9,470.6
2023-11-20,511.6,534.7,553.3,560.2,560,559.5,527.8,508.2,578,692.9,767.2,817.8,849.2,810,752.1,629.2,449.4,332.7,322.8,321.3,323.3,338.6,350.4,371.8
2023-11-21,419.4,453.8,478.1,489,488.3,471.6,437.9,404,460.9,572.5,660.1,737.2,750.3,686.6,623.6,520,450.5,362.5,340.8,351,364.2,387.9,408.8,427.7
2023-11-22,433.7,456.7,446.4,457.5,455.6,441.6,397.1,356.6,408.4,546.6,604.6,563.6,731.4,698.8,638.9,525.4,388.2,329.5,310.3,321.6,374.7,420.5,448.5,490.9
2023-11-23,517.8,565.6,581.7,578.4,544.9,531.8,485.9,450.4,453.5,525,631,689,690.2,664.5,642.1,571.7,521.2,520.6,514,475,516.1,581.7,576.3,602.4
2023-11-24,613.1,652.9,678.1,695.3,696.5,692.1,660.6,613,593.8,614.1,636.1,673.1,677.2,628.4,613.9,582.4,525.3,467.4,527.7,532,541.8,550.7,540.3,562.7
2023-11-25,612.3,654.1,683.1,680.4,693.7,696.9,660.7,624.9,604.3,662.2,724,798.6,799.9,754.2,647.6,559.8,430,326.5,314.4,315.9,323.4,337.4,352.4,365.8
2023-11-26,404.7,439.6,459.4,475.3,482.5,474.6,443.9,450.8,525.9,661.3,740.3,792.2,808.6,764.5,680.7,616.5,513.8,391,354,364.2,381,401,418.3,449.2
2023-11-27,496.8,540.6,562.6,562.7,550.9,547,522.6,472.9,444.7,425.6,443.9,622.9,722.9,746.7,747.4,651.4,520.5,464.7,439.3,421.1,433.6,465.1,469.5,493.5
2023-11-28,543,595,621.5,566.9,569,582,564,517.3,479.3,513.7,556.1,601.9,679.9,702.8,710.4,655.2,500.8,360.2,323.5,347.1,338.7,350.6,366.9,413.3
2023-11-29,449.7,497.4,521.1,534.5,537.8,517.5,471.4,427.2,453,529.7,490.3,571.3,592.8,532.5,447.7,386.4,316.4,283.6,366.4,434.5,497.2,558.9,587.3,608.3
2023-11-30,660.7,703.4,687.3,715,713.5,706,683.9,614.5,537.4,505.2,461.8,456.9,484,456.4,454.3,487.2,459.4,390.9,395,384.4,379,376.7,396.5,424.7
2023-12-01,452.6,482.7,509.1,537.9,534.8,543.3,502.6,474.6,448,424.2,446.5,398.1,438.8,430.5,377.3,374.7,352.7,310.4,412,424.5,411.8,418.2,437.9,445.8
2023-12-02,464.6,491.6,511.7,512,500.9,491.9,455.2,430,436.7,489.5,499.3,523.5,560.4,485.4,458,421.3,368.2,312.7,328.4,348.8,371.4,386.2,369.1,424.6
2023-12-03,470.9,493.3,515.6,541.9,557,558,529.7,482.5,441.9,448.4,552.4,707.7,767.4,761,692.1,657.8,529.2,409.3,381,388.3,392.3,409.1,419.8,438.6
2023-12-04,464.3,495.3,524.7,538.7,539.3,522.1,462.1,397.9,421.3,551.1,652.3,701.8,696.5,604.8,543.6,488.7,400.7,313.4,295.7,285.7,302.6,336.2,363.2,400.2
2023-12-05,447,494.6,513.8,524.4,528.6,523.4,491.3,445.4,459.9,603.3,721.7,787.7,821.3,793.9,738.5,623.9,473.5,372.3,358.6,354.4,340.1,345.9,357.9,380.5
2023-12-06,428.8,466.3,487.5,497.4,502,488.6,460.5,405.3,391.8,534.8,669.2,680.6,780.9,687.7,594.9,544.3,551.5,476.4,500.2,564.2,562.7,530.8,539.9,544.7
2023-12-07,505.5,633.5,671,666.7,672.1,644.2,590.1,499.2,480.6,613.4,715.3,775.2,807.3,766.1,703.5,597.5,449,350.5,323.7,325.9,340.7,373.9,415.4,478
2023-12-08,534.7,580.4,608.2,626.2,636.6,661,618.5,555.7,553.3,679.3,728.1,800.7,825.2,806.1,787.5,707.1,560.8,467.4,462.6,491.1,475.3,479,499.1,498.6
2023-12-09,518.8,528.8,525.1,566.3,547.6,530,463,460,509.5,577.6,644.3,665.4,736.1,714.3,642,580.7,494.4,411.1,407.3,421.3,420,427.2,448.2,465.1
2023-12-10,494.1,524.2,552.4,558.5,561.2,556.7,534.7,516,566,623.6,643.6,743.8,748,702.3,628.7,512.8,458.2,428.2,432,419.3,428.8,455.2,478.6,488.9
2023-12-11,539.1,560.9,600.8,627.6,620.1,643.9,620,572.2,550,537.5,550.8,534,505.1,442.2,458,489.3,479.3,442.6,452,477.4,530.6,600.1,636.1,650.1
2023-12-12,707.5,738.1,738.6,730.9,739.9,723.5,665.5,575.6,537.5,499.3,563.9,585,627.4,632.2,613.2,603.7,516.6,434.7,423.5,403.2,376.6,397.7,411.5,429.4
2023-12-13,469.7,507.1,520.1,536.9,537,527.9,498.8,439.2,403.9,436.4,476.5,564.2,666.4,685.7,629.5,599.7,434.2,375.1,387.7,400.7,433.3,447,444.4,458.5
2023-12-14,508.2,531.3,547,558.6,560.2,575.5,536.5,486.1,426.9,394,440.2,411.6,380.7,392.2,451.4,478.5,484.3,430.2,433.4,430.6,436.6,493.5,525.8,544.5
2023-12-15,587.9,624.8,653.2,677.2,684.1,691.2,642.5,596.2,581.1,578.4,567,525.8,511.9,541.3,619.1,640.2,584,555.3,586.6,626.2,606.5,633.6,621.7,650.6
2023-12-16,676.1,720.6,757.1,774.3,769,738.2,687,692.5,633.1,596.9,639.2,658.9,671,667.1,618,578.8,524.8,478.1,477.2,494.7,492.1,498.2,526.1,518.4
2023-12-17,541.8,594.8,614.5,632.9,640.9,646.6,605.3,580.4,523.2,489.2,463.9,485,513.4,524.5,463,460.7,394.8,330.9,352.8,369.3,380.9,372.3,375,373.1
2023-12-18,426.3,472,481.8,488.6,483.3,498,457.2,370.7,316.5,329.1,403.9,460.2,455.1,322.7,310.4,300.6,264.2,238.3,271.1,306.4,329.4,366.6,381.2,394.5
2023-12-19,432.8,463.8,489.9,509,509.3,492.2,450.5,379.7,307.9,344.7,327.9,317.6,360,377.8,419.3,398.7,347.3,301.1,343.1,396.9,432.3,441,442.1,464.1
2023-12-20,530.6,572.1,616.8,632.9,638.1,672.9,617.7,523.4,471.6,504,574.9,635.4,673.9,678.9,578.6,528.9,433.1,362.9,411.1,385,397.1,410.6,433.4,441.9
2023-12-21,479,483.9,504.5,544.5,571.8,576,525.2,455,422.8,376.2,354.2,387.1,444.9,446.5,428.6,380.5,366.4,376.2,417.3,410.5,413.4,456,484.8,501.2
2023-12-22,547,582,615.3,631.9,643.9,666.7,635.9,559.7,446.6,383.5,381.5,409.2,424.6,433.5,448.3,466.5,466.3,421.6,375.3,392.5,383.8,408.7,441.4,393.5
2023-12-23,414.6,427.4,591.6,570.7,475.6,583,570.5,543,502.2,508.5,522.1,591.1,604.5,574.5,562.4,546.2,470.2,391,398.3,394,406.9,423.2,411.1,318.7
2023-12-24,280.5,317,354.4,390.8,433.6,461.2,388.2,342.8,346.7,354.8,394.1,463,505.4,494.3,469.7,476.9,415.8,430.7,379,460.5,459.1,470.3,488.5,504.3
2023-12-25,557.4,586.5,604.6,633.9,221.8,53.9,644.8,617.1,614.7,643.1,671.6,669.2,663.5,655.2,692.2,633.2,572,473.9,425.3,420.1,430.6,443.1,454.5,463.8
2023-12-26,526.1,549.1,568,586.1,585.6,578.8,534.8,474.4,444.5,542.4,651.9,672.7,683.8,641.2,619.6,553.1,488.4,413,395.7,398.7,406,440.3,464,492
2023-12-27,556.2,597.6,620.9,636,660.2,650.8,605.1,541.2,511.5,640.8,758.5,852.1,830.6,801.1,756.2,659.7,502.3,410.4,392.8,388.1,396.1,329.8,297.3,322.8
2023-12-28,303.8,337.9,476.1,579.2,580.1,567.8,532.1,457,434.1,513.4,611.9,683.7,717.6,678.1,659.4,646.2,539.1,433.5,450.9,464.3,489.9,513.7,547.3,564.2
2023-12-29,622.6,657.7,691.9,716.8,714,702.3,661.2,579,525.1,574.2,685.3,734.9,797.6,730.4,669.6,642.4,524,408.8,378,385.9,400.6,403.1,418,435.1
2023-12-30,496.5,517.4,425.5,401.2,412.8,392.5,369.5,485.9,502.4,563.8,691.3,832,893.6,877,776.7,612.2,556.4,493.3,480.1,475.2,492.2,503.6,512.1,549.5
2023-12-31,539.4,579.1,658.9,680.7,666.2,698.8,703.9,686.2,693.5,782.8,767.2,701.5,745.3,707.1,685.3,640.9,595.8,515.6,506.3,490.6,504.5,540.9,499.1,523.6
2024-01-01,518.4,512.5,534.3,531,527.2,537.6,500.9,465.8,484.8,512.2,585.8,648.1,608,573.9,537.7,489.1,452.9,380.3,376.3,381.3,384.2,409.5,431.8,446.1
